534,8
535,8
536,28
537,7
538,18
539,7
540,15
541,22
542,6
543,7
544,5
545,10
546,4
547,16
548,8
549,15
550,25
551,12
552,10
553,19
554,9
555,25
556,7
557,10
558,14
559,12
560,13
561,19
562,5
563,5
564,19
565,9
566,30
567,13
568,13
569,2
570,27
571,11
572,11
573,7
574,8
575,8
576,12
577,19
578,17
579,5
580,8
581,7
582,3
583,26
584,15
585,15
586,3
587,14
588,12
589,16
590,14
591,5
592,18
593,19
594,22
595,10
596,7
597,10
598,7
599,17
600,18
601,21
602,14
603,11
604,13
605,16
606,17
607,7
608,24
609,22
610,18
611,14
612,27
613,19
614,20
615,22
616,15
617,23
618,15
619,27
620,14
621,18
622,5
623,10
624,18
625,25
626,22
627,12
628,8
629,7
630,22
631,4
632,29
633,5
634,7
635,15
636,20
637,11
638,19
639,9
640,26
641,17
642,6
643,4
644,11
645,9
646,17
647,20
648,22
649,14
650,16
651,11
652,10
653,8
654,21
655,5
656,12
657,18
658,9
659,16
660,16
661,11
662,18
663,25
664,12
665,27
666,11
667,15
668,24
669,5
670,21
671,36
672,22
673,27
674,21
675,18
676,5
677,20
678,8
679,18
680,15
681,23
682,4
683,38
684,20
685,17
686,28
687,9
688,19
689,26
690,6
691,20
692,28
693,18
694,4
695,35
696,34
697,14
698,19
699,24
700,14
701,14
702,4
703,11
704,14
705,23
706,10
707,20
708,19
709,21
710,26
711,28
712,23
713,18
714,12
715,34
716,16
717,11
718,9
719,9
720,25
721,32
722,8
723,20
724,26
725,25
726,19
727,14
728,25
729,9
730,14
731,25
732,24
733,17
734,21
735,15
736,22
737,8
738,14
739,9
740,14
741,4
742,10
743,20
744,20
745,11
746,23
747,4
748,21
749,10
750,12
751,8
752,19
753,13
754,14
755,21
756,23
757,32
758,24
759,18
760,34
761,12
762,35
763,39
764,21
765,23
766,25
767,11
768,34
769,4
770,9
771,20
772,11
773,24
774,31
775,15
776,21
777,26
778,26
779,26
780,25
781,8
782,33
783,15
784,23
785,16
786,28
787,22
788,27
789,36
790,19
791,43
792,12
793,23
794,20
795,29
796,29
797,35
798,22
799,7
800,12
801,22
802,11
803,26
804,26
805,10
806,20
807,38
808,36
809,36
810,24
811,35
812,35
813,23
814,35
815,27
816,16
817,26
818,11
819,15
820,13
821,20
822,24
823,17
824,24
825,18
826,14
827,23
828,31
829,33
830,31
831,42
832,20
833,21
834,11
835,32
836,20
837,40
838,31
839,16
840,32
841,31
842,29
843,27
844,26
845,22
846,23
847,13
848,21
849,37
850,17
851,18
852,37
853,28
854,27
855,28
856,35
857,36
858,28
859,20
860,29
861,11
862,22
863,13
864,27
865,34
866,27
867,12
868,19
869,26
870,41
871,43
872,25
873,36
874,34
875,39
876,37
877,25
878,9
879,25
880,20
881,15
882,23
883,34
884,21
885,32
886,25
887,29
888,28
889,43
890,38
891,21
892,37
893,26
894,12
895,45
896,26
897,28
898,19
899,13
900,10
901,23
902,43
903,22
904,13
905,25
906,22
907,21
908,18
909,33
910,12
911,22
912,15
913,28
914,39
915,22
916,21
917,29
918,30
919,29
920,28
921,28
922,16
923,29
924,23
925,24
926,30
927,43
928,40
929,27
930,25
931,20
932,18
933,36
934,21
935,35
936,24
937,22
938,36
939,26
940,33
941,29
942,34
943,22
944,21
945,23
946,30
947,7
948,14
949,12
950,35
951,22
952,35
953,14
954,14
955,27
956,41
957,31
958,23
959,29
960,26
961,22
962,22
963,34
964,11
965,24
966,22
967,12
968,19
969,33
970,30
971,32
972,22
973,34
974,41
975,29
976,29
977,28
978,20
979,45
980,38
981,20
982,32
983,27
984,41
985,31
986,39
987,26
988,25
989,31
990,39
991,36
992,42
993,24
994,35
995,42
996,32
997,26
998,26
999,21
1000,24
1001,17
1002,40
1003,22
1004,28
1005,39
1006,33
1007,18
1008,30
1009,21
1010,43
1011,39
1012,24
1013,35
1014,34
1015,15
1016,29
1017,16
1018,25
1019,25
1020,46
1021,19
1022,31
1023,21
1024,45
1025,18
1026,33
1027,38
1028,18
1029,33
1030,18
1031,33
1032,26
1033,21
1034,25
1035,22
1036,36
1037,28
1038,25
1039,41
1040,15
1041,15
1042,24
1043,23
1044,17
1045,16
1046,25
1047,36
1048,13
1049,16
1050,25
1051,22
1052,32
1053,20
1054,25
1055,27
1056,18
1057,32
1058,24
1059,20
1060,22
1061,24
1062,33
1063,39
1064,19
1065,13
1066,41
1067,22
1068,19
1069,38
1070,39
1071,31
1072,19
1073,39
1074,24
1075,24
1076,20
1077,25
1078,35
1079,37
1080,31
1081,38
1082,24
1083,18
1084,38
1085,39
1086,33
1087,35
1088,17
1089,36
1090,30
1091,44
1092,51
1093,21
1094,25
1095,21
1096,27
1097,28
1098,30
1099,36
1100,33
1101,25
1102,27
1103,31
1104,35
1105,24
1106,37
1107,41
1108,34
1109,23
1110,24
1111,40
1112,40
1113,39
1114,34
1115,27
1116,25
1117,44
1118,30
1119,13
1120,15
1121,41
1122,20
1123,37
1124,36
1125,30
1126,36
1127,12
1128,26
1129,35
1130,39
1131,31
1132,43
1133,23
1134,32
1135,21
1136,12
1137,52
1138,42
1139,28
1140,27
1141,21
1142,39
1143,25
1144,32
1145,45
1146,37
1147,27
1148,19
1149,30
1150,25
1151,27
1152,32
1153,28
1154,38
1155,21
1156,19
1157,19
1158,24
1159,19
1160,40
1161,28
1162,33
1163,27
1164,42
1165,38
1166,22
1167,18
1168,42
1169,43
1170,22
1171,16
1172,17
1173,33
1174,15
1175,30
1176,36
1177,28
1178,27
1179,23
1180,23
1181,23
1182,24
1183,35
1184,28
1185,41
1186,44
1187,16
1188,48
1189,29
1190,18
1191,37
1192,44
1193,29
1194,22
1195,42
1196,27
1197,29
1198,28
1199,25
1200,26
1201,14
1202,24
1203,31
1204,29
1205,14
1206,24
1207,35
1208,37
1209,48
1210,47
1211,35
1212,31
1213,32
1214,23
1215,16
1216,36
1217,26
1218,34
1219,38
1220,35
1221,22
1222,32
1223,25
1224,49
1225,40
1226,31
1227,31
1228,30
1229,42
1230,31
1231,15
1232,39
1233,19
1234,28
1235,34
1236,34
1237,23
1238,44
1239,30
1240,24
1241,30
1242,22
1243,19
1244,27
1245,27
1246,10
1247,19
1248,28
1249,23
1250,16
1251,21
1252,29
1253,47
1254,35
1255,24
1256,12
1257,9
1258,10
1259,41
1260,26
1261,24
1262,22
1263,19
1264,29
1265,26
1266,37
1267,29
1268,15
1269,34
1270,42
1271,42
1272,36
1273,31
1274,26
1275,20
1276,32
1277,21
1278,19
1279,28
1280,19
1281,36
1282,25
1283,41
1284,32
1285,31
1286,30
1287,21
1288,21
1289,31
1290,19
1291,32
1292,37
1293,29
1294,34
1295,35
1296,33
1297,15
1298,18
1299,21
1300,26
1301,19
1302,18
1303,17
1304,38
1305,26
1306,19
1307,49
1308,25
1309,19
1310,24
1311,31
1312,12
1313,19
1314,17
1315,23
1316,28
1317,40
1318,40
1319,35
1320,36
1321,22
1322,29
1323,32
1324,36
1325,29
1326,23
1327,43
1328,24
1329,36
1330,18
1331,19
1332,23
1333,43
1334,27
1335,23
1336,43
1337,26
1338,30
1339,26
1340,30
1341,22
1342,34
1343,34
1344,34
1345,9
1346,34
1347,33
1348,29
1349,57
1350,36
1351,41
1352,38
1353,35
1354,45
1355,38
1356,15
1357,32
1358,13
1359,16
1360,15
1361,27
1362,19
1363,24
1364,27
1365,20
1366,40
1367,19
1368,15
1369,40
1370,17
1371,23
1372,27
1373,11
1374,21
1375,17
1376,32
1377,33
1378,37
1379,26
1380,24
1381,24
1382,16
1383,21
1384,35
1385,29
1386,19
1387,27
1388,42
1389,25
1390,41
1391,35
1392,31
1393,29
1394,31
1395,44
1396,24
1397,46
1398,8
1399,28
1400,28
1401,26
1402,31
1403,39
1404,26
1405,37
1406,19
1407,33
1408,18
1409,24
1410,27
1411,26
1412,32
1413,33
1414,28
1415,20
1416,25
1417,47
1418,28
1419,34
1420,45
1421,34
1422,16
1423,21
1424,28
1425,34
1426,35
1427,21
1428,8
1429,34
1430,15
1431,11
1432,36
1433,21
1434,28
1435,17
1436,40
1437,24
1438,37
1439,31
1440,31
1441,33
1442,34
1443,32
1444,51
1445,31
1446,32
1447,28
1448,23
1449,24
1450,43
1451,29
1452,32
1453,34
1454,43
1455,35
1456,15
1457,36
1458,35
1459,34
1460,15
1461,28
1462,36
1463,34
1464,32
1465,40
1466,32
1467,25
1468,59
1469,41
1470,33
1471,35
1472,33
1473,27
1474,26
1475,30
1476,27
1477,13
1478,26
1479,28
1480,38
1481,22
1482,29
1483,33
1484,42
1485,29
1486,32
1487,15
1488,43
1489,31
1490,28
1491,29
1492,18
1493,38
1494,35
1495,41
1496,34
1497,20
1498,27
1499,28
1500,30
1501,42
1502,36
1503,33
1504,18
1505,19
1506,26
1507,21
1508,34
1509,38
1510,35
1511,25
1512,31
1513,38
1514,23
1515,16
1516,25
1517,44
1518,38
1519,35
1520,27
1521,49
1522,26
1523,30
1524,29
1525,16
1526,33
1527,21
1528,34
1529,40
1530,36
1531,27
1532,26
1533,22
1534,15
1535,24
1536,37
1537,38
1538,27
1539,29
1540,16
1541,25
1542,25
1543,42
1544,33
1545,25
1546,17
1547,28
1548,32
1549,10
1550,21
1551,51
1552,18
1553,34
1554,27
1555,13
1556,14
1557,37
1558,28
1559,24
1560,42
1561,26
1562,17
1563,20
1564,46
1565,12
1566,33
1567,33
1568,36
1569,34
1570,9
1571,22
1572,21
1573,42
1574,29
1575,48
1576,27
1577,29
1578,29
1579,33
1580,32
1581,32
1582,48
1583,23
1584,31
1585,31
1586,30
1587,11
1588,24
1589,35
1590,34
1591,29
1592,14
1593,39
1594,32
1595,42
1596,37
1597,17
1598,39
1599,32
1600,19
1601,27
1602,11
1603,33
1604,24
1605,44
1606,36
1607,38
1608,24
1609,38
1610,24
1611,29
1612,37
1613,49
1614,40
1615,27
1616,14
1617,24
1618,21
1619,53
1620,20
1621,23
1622,31
1623,13
1624,35
1625,21
1626,34
1627,14
1628,16
1629,28
1630,15
1631,33
1632,32
1633,33
1634,26
1635,23
1636,9
1637,36
1638,28
1639,43
1640,39
1641,39
1642,20
1643,19
1644,42
1645,37
1646,20
1647,23
1648,23
1649,45
1650,21
1651,43
1652,25
1653,16
1654,23
1655,36
1656,24
1657,29
1658,38
1659,26
1660,24
1661,22
1662,38
1663,38
1664,23
1665,34
1666,23
1667,29
1668,28
1669,34
1670,19
1671,45
1672,31
1673,35
1674,12
1675,15
1676,34
1677,34
1678,18
1679,24
1680,18
1681,20
1682,37
1683,24
1684,27
1685,37
1686,14
1687,17
1688,32
1689,49
1690,22
1691,15
1692,14
1693,29
1694,11
1695,34
1696,26
1697,43
1698,42
1699,31
1700,49
1701,19
1702,37
1703,34
1704,26
1705,36
1706,16
1707,17
1708,34
1709,33
1710,11
1711,24
1712,30
1713,32
1714,40
1715,28
1716,27
1717,36
1718,38
1719,32
1720,30
1721,19
1722,25
1723,35
1724,36
1725,12
1726,31
1727,37
1728,12
1729,31
1730,51
1731,22
1732,31
1733,24
1734,28
1735,18
1736,34
1737,38
1738,25
1739,38
1740,19
1741,33
1742,35
1743,29
1744,29
1745,25
1746,28
1747,33
1748,40
1749,23
1750,26
1751,39
1752,29
1753,25
1754,24
1755,52
1756,44
1757,7
1758,27
1759,32
1760,28
1761,22
1762,39
1763,39
1764,51
1765,30
1766,29
1767,12
1768,14
1769,31
1770,36
1771,32
1772,36
1773,26
1774,11
1775,27
1776,42
1777,33
1778,22
1779,45
1780,21
1781,25
1782,32
1783,15
1784,40
1785,30
1786,18
1787,43
1788,19
1789,43
1790,17
1791,33
1792,20
1793,28
1794,46
1795,19
1796,26
1797,21
1798,19
1799,27
1800,25
1801,23
1802,15
1803,36
1804,41
1805,27
1806,39
1807,29
1808,33
1809,20
1810,19
1811,51
1812,27
1813,19
1814,26
1815,23
1816,26
1817,25
1818,33
1819,28
1820,56
1821,12
1822,24
1823,36
1824,28
1825,25
1826,26
1827,33
1828,34
1829,35
1830,51
1831,54
1832,44
1833,29
1834,18
1835,41
1836,34
1837,27
1838,28
1839,33
1840,35
1841,15
1842,39
1843,46
1844,22
1845,40
1846,34
1847,10
1848,20
1849,27
1850,36
1851,20
1852,10
1853,30
1854,28
1855,25
1856,30
1857,35
1858,27
1859,26
1860,16
1861,25
1862,19
1863,26
1864,33
1865,32
1866,30
1867,28
1868,28
1869,39
1870,37
1871,26
1872,45
1873,26
1874,24
1875,37
1876,17
1877,39
1878,29
1879,24
1880,29
1881,34
1882,38
1883,30
1884,31
1885,22
1886,25
1887,31
1888,19
1889,21
1890,33
1891,29
1892,38
1893,46
1894,23
1895,22
1896,27
1897,23
1898,17
1899,42
1900,35
1901,24
1902,17
1903,41
1904,35
1905,38
1906,17
1907,32
1908,41
1909,34
1910,35
1911,31
1912,38
1913,10
1914,27
1915,17
1916,39
1917,31
1918,11
1919,28
1920,43
1921,19
1922,33
1923,10
1924,24
1925,37
1926,30
1927,10
1928,33
1929,20
1930,10
1931,31
1932,27
1933,32
1934,23
1935,9
1936,27
1937,17
1938,32
1939,22
1940,10
1941,51
1942,33
1943,34
1944,28
1945,26
1946,24
1947,19
1948,19
1949,15
1950,21
1951,17
1952,42
1953,23
1954,17
1955,22
1956,29
1957,26
1958,27
1959,32
1960,36
1961,32
1962,23
1963,55
1964,33
1965,15
1966,21
1967,24
1968,15
1969,36
1970,28
1971,32
1972,37
1973,22
1974,25
1975,29
1976,24
1977,19
1978,16
1979,17
1980,19
1981,30
1982,28
1983,11
1984,19
1985,16
1986,26
1987,40
1988,30
1989,33
1990,25
1991,31
1992,35
1993,21
1994,36
1995,27
1996,32
1997,29
1998,41
1999,46
2000,44
